cur_domain,cur_diff,correct,time_ms,target_domain,target_diff
2,2,0,6957,2,1
0,2,1,4273,1,2
0,1,0,6886,0,0
1,2,1,9966,1,2
2,1,1,7425,2,1
1,2,1,14514,1,1
2,1,0,1325,0,0
2,1,1,11601,0,0
2,2,0,6127,2,1
0,0,0,12562,0,0
2,1,0,1039,2,0
2,2,0,10602,2,1
2,1,1,14233,2,0
0,1,1,723,0,2
0,0,0,6343,0,0
1,2,1,12956,1,1
0,0,1,9783,0,0
2,1,1,8170,2,1
2,0,1,1332,2,1
0,1,0,705,0,0
0,2,1,2312,0,2
1,1,1,7884,1,1
2,1,1,14026,2,0
2,0,0,4187,2,0
0,0,1,8790,0,0
1,2,1,13161,0,1
2,0,0,4668,2,0
2,1,0,7174,2,0
2,1,0,8249,2,0
0,0,1,3914,0,0
1,0,0,8628,1,0
2,0,0,2419,2,0
0,0,0,6121,0,0
1,2,1,14465,1,1
1,0,1,14625,1,0
0,1,1,1444,0,2
2,2,1,1869,2,2
0,0,0,6615,0,0
2,0,1,11202,2,0
0,0,1,11928,0,0
1,2,1,8442,1,2
0,0,0,7921,0,0
0,2,0,2412,0,1
2,2,1,4866,2,2
2,1,1,12707,2,0
2,1,1,11082,2,0
2,0,1,1957,2,1
0,1,1,7396,1,1
1,1,1,6174,1,1
0,0,1,11015,0,0
0,1,0,8382,0,0
1,1,0,11305,1,0
0,1,1,815,0,2
1,1,1,2538,1,2
0,0,0,6177,0,0
0,0,1,14177,1,0
1,1,0,840,1,0
1,2,1,4669,0,2
2,1,1,6007,2,1
0,1,0,1309,0,0
2,2,1,7465,2,2
2,1,0,4882,2,0
1,0,0,14762,1,0
0,1,0,14191,0,0
0,0,0,5469,0,0
1,0,0,5675,1,0
0,0,0,3761,0,0
2,2,1,8602,2,2
2,2,0,2146,2,1
1,1,1,1176,1,2
1,2,1,1872,1,2
2,2,0,7512,1,1
1,0,1,7277,1,0
1,1,1,9963,1,1
0,1,0,7432,0,0
1,2,0,11833,2,1
2,2,1,8645,2,2
1,1,0,13882,1,0
0,0,0,11187,0,0
2,0,1,6018,1,0
2,2,0,7967,2,1
2,0,1,5545,2,0
0,0,1,10592,0,0
1,2,1,1246,2,2
0,0,0,3434,0,0
0,1,1,8797,0,1
2,1,1,7361,2,1
2,0,0,4865,2,0
0,2,0,8296,0,1
2,0,1,11067,2,0
0,0,0,742,2,0
0,0,0,4597,0,0
0,1,1,13633,0,0
2,0,1,3701,2,0
1,2,1,3810,1,2
0,2,1,4483,0,2
1,2,0,14689,1,1
1,2,0,5280,0,1
2,2,1,5785,2,2
1,2,0,5555,1,1
1,0,1,9859,1,0
0,1,0,10148,0,0
1,2,0,9485,1,1
0,1,1,11319,0,0
1,1,0,8394,1,0
0,1,1,1667,0,2
1,1,1,5527,1,1
2,0,1,14138,2,0
2,0,1,13775,2,0
2,2,1,4460,2,2
2,2,1,11728,0,1
2,2,0,1952,2,1
0,0,1,14376,0,0
1,0,1,9633,0,0
1,2,1,14622,1,1
2,1,1,5374,2,1
2,2,0,3687,1,1
0,2,0,12229,0,1
2,2,1,8016,2,2
2,1,0,9676,2,0
2,2,0,7239,2,1
2,2,1,10322,2,1
1,2,0,896,0,1
1,2,0,11261,2,1
0,2,0,7017,1,1
1,1,0,13005,2,0
1,1,0,8434,2,0
0,0,1,787,0,1
1,1,1,4374,1,1
2,1,0,5889,2,0
2,0,1,3303,2,0
1,2,0,13435,2,1
0,0,1,5234,0,0
1,1,0,8973,1,0
1,0,1,13501,1,0
2,0,1,8558,2,0
2,2,0,11246,2,1
1,1,0,8838,1,0
1,2,0,13738,1,1
2,2,1,7002,2,2
0,2,1,3045,0,2
0,1,0,7026,0,0
1,1,0,14118,2,0
0,2,0,5165,0,1
2,0,1,11235,2,0
1,1,1,13708,1,0
2,0,1,4682,2,0
2,0,0,10675,1,0
0,1,0,3454,2,0
0,2,0,9716,0,1
0,1,0,14693,0,0
2,1,1,10827,2,0
0,0,1,6683,2,0
0,0,1,7368,0,0
0,0,0,12765,0,0
2,0,0,13508,2,0
0,2,0,1976,0,1
0,2,0,1293,0,1
2,0,1,8964,2,0
0,0,0,6163,1,0
0,2,1,7176,0,2
2,0,1,7681,2,0
0,2,1,8859,0,2
1,2,1,12013,1,1
0,1,1,8896,2,1
1,0,1,14191,1,0
1,2,0,9298,1,1
0,1,0,12546,0,0
1,1,0,14783,1,0
2,2,0,4790,2,1
1,0,1,11480,0,0
1,0,1,2726,1,1
0,1,0,8542,0,0
2,0,1,14335,2,0
2,2,1,9743,2,2
1,0,0,13337,1,0
2,1,0,9221,2,0
2,1,1,5662,2,1
1,1,1,11754,1,0
2,1,1,4084,2,1
0,2,1,9582,0,2
2,2,1,7665,2,2
0,1,0,7360,0,0
1,2,1,10312,1,1
1,0,0,5698,1,0
1,1,1,7665,1,1
0,0,1,7146,0,0
1,2,0,7489,1,1
2,2,1,14115,2,1
1,1,1,11114,1,0
1,2,0,6039,1,1
0,1,1,10507,0,0
1,2,1,7345,2,2
0,2,0,11326,0,1
2,2,1,6649,1,2
1,0,1,1134,1,1
2,0,0,2736,2,0
0,0,0,4147,0,0
0,0,1,3624,1,0
0,2,0,5130,0,1
1,0,1,13206,1,0
2,2,1,14066,2,1
1,2,0,8008,1,1
1,2,1,10675,1,1
2,2,0,9010,2,1
0,1,1,9840,1,1
1,1,1,8155,1,1
2,2,0,832,2,1
2,0,1,6230,2,0
2,0,1,8463,2,0
2,0,0,1049,2,0
2,2,0,2573,1,1
2,1,1,7780,2,1
0,2,1,2322,0,2
2,2,0,10756,2,1
1,1,0,8031,1,0
1,0,0,5184,1,0
0,2,1,1978,2,2
0,1,0,14934,2,0
1,0,1,13151,1,0
0,1,1,5814,0,1
1,0,0,12005,2,0
2,0,0,2013,2,0
0,1,0,5846,1,0
2,1,0,5072,1,0
2,1,1,5017,2,1
2,1,0,8497,2,0
2,0,0,14001,2,0
2,2,1,6996,2,2
1,2,1,1203,1,2
0,0,1,13321,0,0
1,0,0,5499,1,0
2,1,0,9526,2,0
2,2,0,6961,2,1
2,0,0,12104,0,0
1,2,0,6432,1,1
2,1,1,11429,2,0
1,1,1,11322,1,0
0,2,0,5968,0,1
1,0,1,8666,1,0
1,1,1,8110,1,1
2,2,1,9373,0,2
0,1,1,13884,0,0
2,2,1,2386,2,2
2,0,0,6219,2,0
0,1,0,13083,0,0
2,1,1,2844,0,2
1,1,1,10378,1,0
1,1,0,12924,1,0
2,2,0,12970,2,1
2,2,1,9556,2,2
1,2,1,10323,1,1
1,0,0,6110,1,0
1,1,1,10914,1,0
2,1,0,6828,2,0
1,2,0,12105,2,1
1,0,0,4413,1,0
2,2,1,9403,2,2
1,0,1,530,1,1
1,1,1,8962,1,1
2,2,0,5157,0,1
2,0,0,7886,2,0
0,0,1,9822,0,0
2,0,1,14582,2,0
1,0,1,2307,0,1
1,0,1,9989,1,0
0,0,1,4817,2,0
2,0,0,2526,1,0
1,2,0,12069,1,1
1,1,0,6160,2,0
2,2,0,2951,2,1
0,2,1,6884,2,2
1,0,0,11981,1,0
1,2,1,13869,1,1
0,0,0,2027,0,0
0,2,1,14617,0,1
1,1,1,6243,1,1
1,0,1,905,0,1
0,0,0,9561,0,0
0,1,1,2421,0,2
2,1,0,12622,2,0
2,2,1,8955,0,2
2,0,1,12105,2,0
2,1,0,7177,2,0
1,1,1,14546,1,0
2,0,1,14380,2,0
1,2,1,5882,1,2
0,0,0,2073,0,0
0,2,0,9731,0,1
2,2,1,11100,2,1
1,2,1,3128,1,2
1,1,1,3038,1,1
2,0,1,8423,1,0
0,1,0,12579,1,0
1,0,1,3697,1,0
2,1,0,5433,0,0
0,1,1,9590,0,1
1,2,0,9091,1,1
1,2,1,8445,1,2
2,2,1,5579,2,2
2,0,0,12891,2,0
1,1,0,14664,0,0
1,0,1,10575,1,0
2,0,1,14856,2,0
2,1,1,1485,2,2
0,1,1,922,0,2
0,0,1,14775,0,0
0,0,1,13192,0,0
1,1,0,7146,1,0
2,2,1,2924,2,2
2,2,0,10990,2,1
1,2,0,11573,1,1
2,0,1,4872,2,0
1,1,0,13853,1,0
1,2,1,10397,1,1
2,2,1,11853,0,1
1,2,1,11325,2,1
2,0,1,7408,2,0
1,2,0,1344,1,1
2,0,1,2568,1,1
0,0,1,2829,2,1
1,1,1,9946,1,1
1,0,1,9414,1,0
2,1,0,7165,2,0
2,0,0,1336,2,0
2,1,1,14178,2,0
2,2,0,10753,2,1
2,2,0,11636,1,1
1,1,0,6931,2,0
0,0,1,2681,0,1
2,0,1,9439,2,0
0,1,1,5803,1,1
0,2,1,6197,0,2
2,1,0,10825,2,0
1,2,0,2890,1,1
0,0,1,720,0,1
1,1,0,9756,1,0
2,2,0,14533,2,1
2,1,0,8769,2,0
0,2,1,2689,0,2
2,1,1,6234,2,1
2,2,1,9900,2,2
2,1,0,14980,2,0
1,0,0,11002,1,0
1,2,1,12669,1,1
2,1,1,11273,2,0
1,2,0,1044,1,1
2,0,1,13014,2,0
2,1,1,4781,2,1
0,2,0,2526,0,1
2,2,1,5474,2,2
0,2,1,3485,0,2
2,2,0,9369,2,1
2,2,1,10966,2,1
2,1,1,8510,2,1
2,0,1,3058,2,0
0,2,0,12464,0,1
2,0,0,13978,2,0
0,2,0,13135,0,1
0,2,0,1376,0,1
0,2,0,13915,0,1
1,2,1,12403,2,1
2,0,1,11988,0,0
2,1,0,12653,1,0
1,2,1,9009,1,2
1,0,1,7734,1,0
1,0,1,9867,2,0
1,0,1,8363,1,0
2,1,0,10655,2,0
1,2,0,1747,1,1
0,0,0,10078,0,0
1,1,1,7657,1,1
0,0,0,9382,0,0
2,2,0,700,1,1
2,2,0,9195,2,1
1,2,0,6920,1,1
0,2,0,4369,0,1
1,1,1,1684,2,2
1,2,0,12870,1,1
1,0,0,13559,0,0
0,0,1,7617,0,0
2,0,0,12291,2,0
1,0,1,2207,1,1
0,0,0,4790,0,0
1,2,0,4212,1,1
1,1,1,14021,1,0
2,0,0,11376,2,0
1,1,0,6012,1,0
0,1,1,5055,2,1
1,2,1,12999,1,1
1,0,1,10513,1,0
2,2,0,1271,2,1
2,2,1,13316,0,1
0,2,1,13460,2,1
1,0,1,3465,1,0
1,0,1,8014,1,0
2,2,1,5695,1,2
1,1,0,3766,1,0
0,0,1,3162,2,0
1,0,0,3515,1,0
1,1,0,2760,1,0
0,0,0,10378,0,0
0,0,1,13810,0,0
1,0,0,3818,1,0
1,1,0,4216,1,0
1,1,0,2504,1,0
1,0,0,5191,1,0
0,0,1,1490,0,1
0,0,0,8104,0,0
2,0,1,9653,0,0
0,1,1,7891,1,1
0,2,0,9285,2,1
1,1,1,5979,1,1
0,2,0,11103,0,1
2,1,0,7911,2,0
0,1,1,5779,0,1
2,1,0,14705,2,0
0,0,0,4332,1,0
2,1,1,13165,2,0
2,2,1,3023,2,2
0,1,0,4017,0,0
2,2,1,7031,0,2
1,0,0,1359,1,0
1,0,1,11819,1,0
1,2,0,14653,1,1
0,1,0,12485,0,0
0,2,0,14160,0,1
1,1,0,5307,1,0
0,2,1,5152,0,2
1,2,1,7893,1,2
0,2,1,2771,0,2
2,1,0,14145,0,0
0,0,1,1442,0,1
2,1,1,7153,2,1
2,2,1,7624,2,2
1,1,0,14826,1,0
1,2,1,7215,1,2
2,0,1,14956,2,0
1,0,1,11315,1,0
0,0,0,7720,0,0
1,0,1,11941,1,0
0,1,0,10202,0,0
1,1,0,3880,2,0
0,2,1,14642,0,1
2,1,0,2975,2,0
2,0,0,13318,2,0
2,0,0,9685,2,0
1,2,1,14408,1,1
1,2,0,13174,1,1
1,2,0,7452,0,1
0,0,1,3218,1,0
0,1,1,797,0,2
1,2,0,9801,2,1
2,2,0,709,0,1
1,1,0,8852,0,0
2,1,0,7044,2,0
2,0,1,11126,0,0
1,0,0,1302,1,0
2,2,0,11859,2,1
1,2,1,12014,1,1
1,2,0,7569,1,1
1,0,1,7461,1,0
1,2,1,571,1,2
2,0,1,11773,2,0
1,0,1,9977,0,0
2,2,0,14016,2,1
1,1,0,4295,1,0
2,2,0,3446,2,1
1,0,0,2953,1,0
0,0,1,10402,0,0
2,0,1,10869,2,0
2,1,1,8894,1,1
1,1,1,8386,2,1
1,0,1,11607,2,0
0,2,0,9913,0,1
0,1,0,1148,0,0
0,2,1,10649,0,1
0,2,0,668,0,1
2,1,0,3402,1,0
0,2,0,9998,0,1
0,1,1,7362,0,1
2,1,0,776,2,0
2,2,0,2854,0,1
0,1,0,11570,0,0
2,0,0,11319,2,0
0,2,0,13380,0,1
1,2,1,10102,1,1
1,0,0,5782,1,0
2,1,1,5554,2,1
0,1,0,9800,0,0
1,2,1,11217,1,1
1,1,0,4936,0,0
0,1,0,5841,1,0
2,0,1,14557,2,0
1,2,0,10126,0,1
2,2,0,14248,2,1
2,0,1,5704,2,0
2,2,1,5998,2,2
2,1,1,684,2,2
2,1,0,1620,2,0
2,0,1,14017,2,0
1,0,1,6788,1,0
1,2,0,13553,1,1
0,0,1,7819,0,0
0,1,1,9541,0,1
0,1,0,1928,0,0
1,1,0,11173,2,0
2,1,1,1335,2,2
2,2,0,4460,2,1
0,2,1,1605,0,2
0,2,0,8754,0,1
1,0,0,6782,1,0
2,2,0,12081,1,1
2,1,1,11552,2,0
1,2,1,3964,1,2
0,2,1,12888,0,1
2,0,1,5611,1,0
2,1,0,5516,2,0
0,2,1,6229,2,2
2,0,0,5233,2,0
2,0,1,12507,2,0
2,2,1,2324,2,2
2,0,1,11712,1,0
2,0,0,3568,1,0
0,0,1,10342,2,0
0,1,1,8614,0,1
1,0,1,3955,1,0
1,2,1,12950,1,1
0,0,0,13913,0,0
1,2,0,4711,1,1
0,1,1,1197,0,2
0,2,1,5064,0,2
2,1,1,7168,2,1
1,1,1,6769,0,1
2,1,0,6939,2,0
1,0,0,11646,1,0
2,2,0,14428,2,1
2,1,0,709,2,0
2,0,1,9374,2,0
2,2,1,12679,2,1
0,2,1,14653,0,1
1,0,1,9536,2,0
0,2,1,12081,0,1
0,1,0,921,0,0
1,1,1,7063,1,1
1,2,0,2355,1,1
2,0,1,2778,2,1
2,2,0,9328,1,1
2,1,1,5631,2,1
1,0,1,2125,1,1
1,2,0,6686,1,1
0,1,0,7196,0,0
1,2,0,11678,2,1
1,2,0,4947,1,1
0,0,0,13945,0,0
2,1,1,12257,2,0
2,2,0,7832,2,1
0,0,0,7324,0,0
0,2,1,6536,0,2
0,2,1,10446,0,1
0,2,1,13448,0,1
1,1,0,9135,2,0
0,1,1,11324,0,0
0,1,1,14344,0,0
2,0,1,12485,2,0
1,2,0,3683,1,1
2,1,1,14491,2,0
2,2,0,1524,2,1
2,1,1,1413,2,2
1,0,0,6654,1,0
2,2,0,5950,2,1
0,0,0,7639,0,0
1,0,1,8929,1,0
0,0,1,1403,0,1
2,0,1,1314,2,1
0,1,1,6583,0,1
1,2,0,10336,1,1
2,2,1,1341,2,2
2,2,0,1388,2,1
0,2,1,7668,0,2
1,1,1,8307,1,1
2,0,0,4431,2,0
2,0,0,10546,2,0
1,2,1,6156,0,2
1,2,1,10278,1,1
0,2,1,9702,0,2
2,0,0,8140,2,0
2,1,0,11740,2,0
2,0,0,11907,0,0
2,1,1,12885,2,0
1,2,1,9158,1,2
2,1,0,2382,2,0
0,1,1,9716,0,1
0,1,0,6710,0,0
1,1,0,7967,1,0
2,1,0,4355,1,0
0,1,0,10736,0,0
1,2,0,14081,1,1
0,2,1,2813,0,2
1,0,0,10585,1,0
0,2,1,704,0,2
0,0,0,14053,0,0
2,1,0,8938,2,0
0,1,0,10576,2,0
2,0,0,8213,0,0
1,1,1,2210,1,2
0,0,0,7782,0,0
1,1,0,2402,1,0
2,2,1,844,2,2
0,0,1,9864,0,0
1,1,1,4340,1,1
1,2,0,3632,1,1
1,2,1,9739,1,2
1,0,1,7229,1,0
2,1,1,12450,0,0
1,2,0,5072,1,1
2,2,1,5275,0,2
2,0,1,10851,2,0
2,0,0,5629,2,0
1,1,0,3299,1,0
1,0,1,5202,1,0
2,0,1,5109,0,0
0,1,0,5392,0,0
0,1,1,6469,1,1
0,0,0,8946,2,0
1,2,0,2573,1,1
2,1,1,13596,2,0
2,1,0,6509,0,0
0,0,0,11349,0,0
0,2,1,7599,1,2
2,1,0,6705,0,0
1,1,0,5856,0,0
2,0,1,13113,2,0
1,2,1,12502,1,1
0,1,1,10899,2,0
0,1,1,4317,0,1
0,1,1,8346,0,1
0,1,1,9507,0,1
0,0,1,12816,0,0
2,0,1,6586,2,0
2,2,1,1486,2,2
2,0,1,12823,2,0
2,0,1,11898,2,0
1,2,0,11596,1,1
2,0,0,716,2,0
2,0,1,14661,2,0
0,2,1,4108,1,2
2,2,1,12595,2,1
2,0,0,7134,2,0
1,0,1,4686,1,0
2,1,1,11765,2,0
0,2,1,1176,0,2
1,0,0,2661,1,0
2,1,0,7786,2,0
0,1,1,14705,0,0
2,1,1,3185,2,1
1,2,0,9842,1,1
2,1,1,6749,2,1
1,2,0,11282,1,1
2,0,1,7715,2,0
0,2,1,6973,0,2
1,2,1,4127,1,2
0,0,1,1311,0,1
2,2,0,2690,2,1
1,1,1,14050,1,0
0,2,1,1756,0,2
1,1,1,8002,1,1
2,0,0,3884,2,0
0,1,1,11630,0,0
0,2,0,13547,0,1
2,0,1,1077,2,1
2,2,1,9173,2,2
1,1,1,10628,1,0
2,0,0,8266,0,0
0,2,0,1106,0,1
2,2,0,12328,1,1
2,0,0,9123,2,0
1,2,1,13330,1,1
2,2,0,10341,2,1
0,2,0,9848,0,1
2,2,0,8420,2,1
0,1,0,9075,1,0
2,1,0,14001,2,0
2,1,0,7134,2,0
0,2,1,14943,0,1
2,0,1,4313,2,0
0,0,0,2501,1,0
2,1,1,1779,2,2
1,2,1,2934,1,2
2,1,0,5884,2,0
1,2,0,6844,0,1
0,2,0,10669,1,1
1,1,1,11301,1,0
0,1,1,13266,0,0
2,0,1,2408,2,1
0,0,1,12677,0,0
1,2,1,7651,0,2
0,1,1,5066,2,1
1,2,0,7671,1,1
1,1,1,8716,1,1
2,1,1,8468,2,1
2,0,0,11177,0,0
0,0,0,6727,0,0
0,1,0,12555,0,0
2,2,0,12672,2,1
2,0,1,14559,2,0
2,0,1,5793,0,0
1,0,1,8696,1,0
2,0,0,8424,2,0
2,0,1,14235,2,0
0,0,0,6736,0,0
0,0,1,2226,0,1
2,0,1,6027,2,0
0,2,1,9358,2,2
0,1,0,8634,0,0
2,1,1,2896,2,2
1,1,1,10504,2,0
2,1,0,12586,2,0
1,1,0,1650,1,0
2,1,0,7267,2,0
2,1,0,14886,2,0
0,2,1,5748,1,2
0,2,1,11901,0,1
1,1,0,9995,0,0
2,1,1,3473,2,1
2,0,0,9092,2,0
1,0,0,10426,1,0
1,1,0,1585,2,0
0,2,1,828,0,2
2,0,1,12093,2,0
2,0,1,3366,2,0
0,1,1,9822,0,1
1,2,1,4007,1,2
1,1,1,3465,2,1
2,1,1,4803,2,1
1,2,1,6673,0,2
0,0,0,2267,0,0
1,2,0,9238,0,1
2,2,0,3950,2,1
2,2,1,5971,2,2
1,2,1,5359,2,2
0,2,0,5809,0,1
2,2,0,1204,2,1
1,2,1,12612,1,1
0,1,0,3497,0,0
2,2,0,13483,2,1
2,1,0,9266,0,0
0,0,0,8088,1,0
0,0,1,9211,0,0
2,2,1,6380,2,2
1,2,1,14379,1,1
1,1,0,1455,1,0
1,0,0,2136,2,0
2,1,0,1874,2,0
2,0,1,585,2,1
1,1,0,7702,1,0
0,2,1,5173,0,2
1,1,0,3578,1,0
2,2,1,8962,1,2
0,0,1,4505,1,0
1,1,1,1168,1,2
1,2,0,4911,1,1
1,1,1,14027,1,0
1,0,1,10484,1,0
0,0,1,13954,2,0
1,2,1,931,0,2
2,2,0,2394,1,1
0,0,0,4609,0,0
1,0,0,9034,1,0
1,1,1,9522,1,1
0,1,1,9618,0,1
0,2,0,1988,0,1
1,0,1,6983,1,0
2,2,0,13754,2,1
0,0,1,5863,0,0
0,1,0,2065,0,0
1,1,1,12468,1,0
1,1,0,7246,1,0
2,1,1,6876,2,1
0,1,0,12793,0,0
2,2,1,9179,2,2
1,2,1,12496,1,1
0,0,1,5212,2,0
2,2,0,13860,2,1
0,0,0,9615,0,0
2,0,0,6212,2,0
2,2,1,1905,2,2
2,2,0,9937,2,1
1,2,1,9749,1,2
1,2,0,7403,1,1
2,2,0,2525,2,1
2,1,1,9382,1,1
0,0,0,684,1,0
2,1,1,1432,2,2
2,2,0,4872,2,1
0,0,0,3872,0,0
1,0,0,6789,2,0
2,1,0,7130,0,0
2,2,0,4824,2,1
0,2,0,8067,0,1
0,1,1,11364,2,0
2,2,0,13709,2,1
2,1,0,1481,2,0
0,0,1,4435,0,0
0,2,0,6748,2,1
0,2,1,11373,0,1
1,1,1,14091,1,0
2,0,1,2434,2,1
0,1,0,4470,1,0
1,1,0,13099,1,0
2,1,0,5803,2,0
1,0,0,8662,1,0
1,1,1,3881,1,1
0,2,0,3004,0,1
2,1,0,8254,2,0
0,1,0,1012,0,0
0,2,1,5615,2,2
0,2,0,7982,0,1
2,1,1,12198,2,0
2,0,1,6434,1,0
2,0,1,4665,2,0
0,0,1,6952,0,0
2,1,1,7385,2,1
0,0,1,9412,0,0
2,1,0,13286,2,0
0,0,0,8413,0,0
0,0,1,5376,0,0
2,0,1,13888,2,0
2,2,1,1607,0,2
2,1,0,4267,2,0
2,1,1,4237,2,1
2,0,1,13943,2,0
1,0,0,14303,1,0
0,1,1,9485,0,1
0,2,0,8061,0,1
1,2,0,7223,1,1
1,1,0,612,0,0
2,2,0,11553,1,1
2,1,1,13384,2,0
1,2,0,11017,1,1
2,1,0,8198,2,0
2,2,1,14408,2,1
2,1,1,11926,1,0
1,0,1,3099,2,0
0,0,0,13728,0,0
1,2,0,14699,1,1
2,0,0,4259,2,0
0,2,1,3032,0,2
0,2,0,1160,0,1
0,0,0,8303,0,0
1,1,1,13779,1,0
2,0,0,3987,2,0
1,0,1,10836,1,0
0,0,0,2797,0,0
1,2,0,10216,1,1
0,0,0,6102,0,0
0,2,0,11411,0,1
0,0,1,2132,0,1
2,0,0,5163,2,0
0,2,0,10343,0,1
1,2,0,12188,1,1
1,1,1,3663,0,1
0,1,0,10961,0,0
0,0,0,2336,0,0
0,2,0,8058,0,1
1,2,0,12218,1,1
2,2,0,882,2,1
1,1,1,1675,1,2
2,2,0,12172,1,1
0,0,1,3045,0,0
1,2,1,5068,2,2
1,2,0,13030,2,1
1,2,1,5333,2,2
0,1,1,12474,0,0
0,1,1,14475,2,0
1,1,0,8155,2,0
0,2,0,12523,0,1
2,0,0,2384,2,0
1,1,1,10560,1,0
2,0,0,5476,2,0
1,0,0,11766,1,0
0,1,1,10830,0,0
2,1,1,9344,2,1
1,2,0,11979,0,1
1,1,0,7150,1,0
0,2,0,8168,2,1
2,0,1,14951,2,0
2,0,1,1853,2,1
1,1,0,12921,1,0
0,0,1,14415,2,0
2,0,0,7741,0,0
0,2,0,2677,0,1
1,2,0,9240,1,1
2,2,1,7428,1,2
2,0,0,3663,2,0
2,1,1,7543,2,1
1,0,0,1699,0,0
1,2,0,2737,2,1
0,2,1,9237,0,2
0,2,1,14052,0,1
2,1,1,10177,2,0
2,0,0,3251,2,0
0,0,0,8876,0,0
2,2,1,2488,2,2
1,2,1,7200,1,2
2,0,0,7083,2,0
0,0,1,4222,0,0
0,2,0,10253,0,1
2,2,1,643,2,2
1,1,1,3856,1,1
2,2,0,13980,0,1
1,2,0,5032,1,1
2,2,1,8126,0,2
2,2,0,11343,2,1
1,1,1,12590,1,0
0,1,0,7332,0,0
0,1,1,7151,0,1
2,0,0,13285,1,0
1,1,0,3895,1,0
1,1,1,7993,0,1
2,2,1,6805,2,2
0,1,0,12850,0,0
0,2,0,860,0,1
0,2,0,7475,0,1
2,1,0,10450,2,0
2,2,1,2351,2,2
0,0,1,5435,1,0
0,1,0,1324,2,0
1,0,0,3994,2,0
1,0,0,4045,0,0
1,2,0,8472,1,1
1,2,1,5666,1,2
1,2,0,4958,1,1
0,2,0,12330,0,1
1,1,1,2391,2,2
1,0,1,12558,1,0
1,1,1,13188,1,0
0,0,1,14510,0,0
0,2,1,13669,0,1
0,2,1,4095,0,2
1,0,0,8254,2,0
2,1,1,7145,2,1
1,1,0,12006,1,0
1,0,0,5349,1,0
0,0,0,14786,2,0
1,1,0,4820,1,0
1,0,0,14262,1,0
0,0,0,2035,0,0
0,1,1,9054,0,1
1,1,1,12786,2,0
1,0,1,1024,1,1
1,1,1,2987,1,2
1,0,0,12635,1,0
0,0,0,3259,2,0
0,0,0,1784,0,0
0,0,0,8014,0,0
1,2,1,3680,1,2
1,1,1,4150,0,1
1,1,0,8101,2,0
2,1,0,3957,1,0
2,1,1,1395,2,2
2,0,1,7344,2,0
1,0,0,2843,0,0
2,1,0,5250,2,0
0,0,0,12596,0,0
0,0,1,10624,0,0
2,1,1,2748,2,2
1,2,1,10543,2,1
0,2,0,14159,0,1
1,2,0,10745,1,1
1,0,0,6338,1,0
2,2,1,3840,2,2
2,1,0,14737,2,0
2,1,0,12236,2,0
2,1,0,12540,2,0
1,2,0,7739,1,1
2,2,1,10239,2,1
2,2,1,10736,0,1
2,2,1,13408,2,1
1,0,1,8050,0,0
2,1,1,7879,2,1
2,1,1,13998,1,0
2,2,0,2080,2,1
2,2,0,14625,1,1
2,2,1,505,0,2
0,0,0,8349,0,0
2,1,0,2477,2,0
0,0,0,1333,2,0
2,2,0,12538,2,1
1,0,0,9853,2,0
2,0,1,2133,2,1
2,2,0,6114,2,1
2,1,0,13193,2,0
2,1,0,11071,2,0
1,2,1,5481,1,2
2,2,1,14791,2,1
0,0,0,2882,0,0
2,2,1,13671,2,1
2,0,0,7250,1,0
0,1,0,11250,0,0
1,1,1,5772,1,1
2,0,0,10395,1,0
0,0,0,12567,2,0
0,0,0,2566,0,0
1,2,1,13605,0,1
2,0,0,3532,2,0
0,0,1,2943,0,1
1,2,1,12472,1,1
0,2,1,881,0,2
1,0,0,8369,1,0
2,2,0,2731,2,1
0,0,0,9026,2,0
0,0,1,5286,2,0
1,0,0,10701,2,0
1,2,0,13368,1,1
0,2,1,12427,1,1
0,1,0,12159,0,0
2,1,0,8704,2,0
0,0,0,7657,0,0
0,1,0,14417,0,0
1,0,0,5110,1,0
2,0,0,11690,1,0
1,1,0,5559,1,0
1,1,1,14426,1,0
1,0,1,3580,1,0
1,2,0,4481,1,1
1,2,1,3028,0,2
2,2,0,10262,1,1
1,2,1,8111,1,2
0,2,1,9808,0,2
0,2,1,1336,0,2
0,1,1,3248,0,1
2,2,0,2654,2,1
2,2,0,9254,2,1
0,0,1,3859,0,0
1,1,1,12484,1,0
2,2,1,4828,2,2
2,2,0,8868,2,1
0,1,1,1343,2,2
1,2,0,13769,1,1
0,0,0,7469,0,0
0,2,0,9507,0,1
0,2,1,12615,0,1
2,0,1,2183,2,1
0,0,0,13579,1,0
2,1,0,11407,2,0
1,1,1,9932,1,1
0,2,0,13432,1,1
0,2,1,6477,0,2
1,0,1,11490,1,0
0,2,1,6030,1,2
2,1,1,2969,2,2
0,0,1,11429,0,0
2,2,1,9395,2,2
0,2,0,9743,0,1
1,2,0,6192,1,1
1,1,1,5994,1,1
0,2,0,568,0,1
2,1,0,4989,0,0
1,1,1,13710,1,0
1,0,0,1858,1,0
0,1,1,3052,2,1
2,0,0,8972,1,0
2,0,0,13546,2,0
0,1,0,14240,0,0
1,1,0,12723,1,0
0,0,1,14091,0,0
1,0,0,9185,0,0
1,1,0,9340,1,0
0,1,0,7359,0,0
2,0,0,13556,2,0
0,0,1,4630,0,0
2,1,1,7943,1,1
0,2,0,8858,2,1
2,0,0,4263,2,0
2,0,0,6407,0,0
2,1,1,12387,2,0
